Organisation Name,Town/City,County,Type & Rating,Route,City
Lime Tree International Ltd.,Vauxhall,London,Worker (A rating),Skilled Worker,Vauxhall / London
Lime Trust,Chingford,London,Worker (A rating),Skilled Worker,Chingford / London
LIMEHOUSE PARTNERSHIP TRADING AS SALMON LANE DENTAL CARE,London,,Worker (A rating),Skilled Worker,London / nan
Limejump Ltd,London,,Worker (A rating),Skilled Worker,London / nan
LimeLight Sports Group Limited,London,,Worker (A rating),Skilled Worker,London / nan
Liminal 11 Limited,London,,Worker (A rating),Skilled Worker,London / nan
Limitless Internet Solutions Limited,London,,Worker (A rating),Skilled Worker,London / nan
Limitless Internet Solutions Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lincoln International LLP,London,,Worker (A rating),Skilled Worker,London / nan
Lincoln International LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lincoln UK Services Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lincon Solution Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lindamood-Bell Learning Processes,London,,Worker (A rating),Skilled Worker,London / nan
Lindamood-Bell Learning Processes,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Linde Werdelin Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Linden Lodge School,South Wimbledon,London,Worker (A rating),Skilled Worker,South Wimbledon / London
Linden Staub LLP,London,Shoreditch,Worker (A rating),Skilled Worker,London / Shoreditch
Linden Staub LLP,London,Shoreditch,Temporary Worker (A rating),Creative Worker,London / Shoreditch
Linden Tree Nursery Schools Ltd,London,Battersea,Worker (A rating),Skilled Worker,London / Battersea
Lindus Health Limited,London,,Worker (A rating),Skilled Worker,London / nan
Linear Investments Limited,London,,Worker (A rating),Skilled Worker,London / nan
Linedata Limited,London,,Worker (A rating),Skilled Worker,London / nan
Linedata Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lingerie London Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lingo Services Translations Ltd,London,England,Worker (A rating),Skilled Worker,London / England
Lingumi Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lingyun Facade UK Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lingyun Facade UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Link Market Services,London,,Worker (A rating),Skilled Worker,London / nan
Link Market Services,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Link Theory (UK) Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Link Theory (UK) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Linkedin Technology UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Linkedin Technology UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LinkedTrade Technologies Ltd,London,,Worker (A rating),Skilled Worker,London / nan
LinkExec Ltd T/A Connectd,London,,Worker (A rating),Skilled Worker,London / nan
Linklaters,London,London,Worker (A rating),Skilled Worker,London / London
Linklaters,London,London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / London
Linklaters,London,London,Worker (A rating),Global Business Mobility: Graduate Trainee,London / London
LINKMOOD LIMITED. T/A LINKMOOD,London,,Worker (A rating),Skilled Worker,London / nan
Linnk Group Limited,London,,Worker (A rating),Skilled Worker,London / nan
LINRA (CHEMISTS) LTD T/A NEW NORTH PHARMACY,London,,Worker (A rating),Skilled Worker,London / nan
Lins Wallpaper Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lins Wallpaper Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Linus Capital Limited,London,,Worker (A rating),Skilled Worker,London / nan
Linus Capital Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lion Capital LLP,London,,Worker (A rating),Skilled Worker,London / nan
Lion Capital LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lion Education Trust,Leyton,London,Worker (A rating),Skilled Worker,Leyton / London
Lion Re:Sources UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lion-Beer, Spirits & Wine (UK) Ltd,London,,Worker (A rating), Spirits & Wine (UK) Ltd / London
Lionpoint Group UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lions Gate International (UK) Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lions Gate International (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lion's Head Group Ltd,London,,Worker (A rating),Skilled Worker,London / nan
LionTree International Limited,London,,Worker (A rating),Skilled Worker,London / nan
LionTree International Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Liontrust Asset Management PLC,London,,Worker (A rating),Skilled Worker,London / nan
Liontrust Asset Management PLC,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Liquid Capital Markets Limited,London,,Worker (A rating),Skilled Worker,London / nan
Liquid Capital Markets Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Liquid Telecommunications Limited,London,,Worker (A rating),Skilled Worker,London / nan
Liquidity Services UK Limited,London,None,Worker (A rating),Skilled Worker,London / None
Liquidity Services UK Limited,London,None,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / None
Liquidnet Europe Limited,London,,Worker (A rating),Skilled Worker,London / nan
Liquidnet Europe Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Liral Veget College London,London,,Worker (A rating),Skilled Worker,London / nan
Lisa Peacock (Concert Management) Limited,London,,Temporary Worker (A rating),Creative Worker,London / nan
Lisa Shell Architects,London,,Worker (A rating),Skilled Worker,London / nan
LISA'S ACCOUNTANCY LTD,London,,Worker (A rating),Skilled Worker,London / nan
Lisa's Law Solicitors,London,,Worker (A rating),Skilled Worker,London / nan
Lisson Gallery (London) Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lisson Gallery (London) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Little Agnes Nursery,London,,Worker (A rating),Skilled Worker,London / nan
Little Bridge Limited,London,Greater London,Worker (A rating),Skilled Worker,London / Greater London
Little Jungle - School of Early Childhood,London,,Worker (A rating),Skilled Worker,London / nan
LITTLE MISTRESS LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Little Ones UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Little Sisters of the Poor,London,,Worker (A rating),Tier 2 Ministers of Religion,London / nan
Little Sisters of the Poor,London,,Temporary Worker (A rating),Religious Worker,London / nan
Liu International (UK) Limited,London,,Worker (A rating),Skilled Worker,London / nan
LIUXUESENG IN UK LTD,London,,Worker (A rating),Skilled Worker,London / nan
Liva Europe GmbH UK Branch,London,,Worker (A rating),Skilled Worker,London / nan
LivaNova PLC,London,,Worker (A rating),Skilled Worker,London / nan
LivaNova PLC,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Live Holidays Ltd,Upper Norwood,London,Worker (A rating),Skilled Worker,Upper Norwood / London
Live More Capital,London,,Worker (A rating),Skilled Worker,London / nan
Live Nation (Music) UK Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Live Nation (Music) UK Ltd,London,,Temporary Worker (A rating),Creative Worker,London / nan
Live Nation (Music) UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Live Nation Limited,London,,Temporary Worker (A rating),Creative Worker,London / nan
Livebookings Holdings Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Livebookings Holdings Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Livedrive Internet Limited,London,,Worker (A rating),Skilled Worker,London / nan
Livenow Media Limited,London,,Worker (A rating),Skilled Worker,London / nan
LivePerson (UK) Ltd,London,,Worker (A rating),Skilled Worker,London / nan
LivePerson (UK) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LiveRamp UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
LiveRamp UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Livermorium Ltd,London,-,Worker (A rating),Skilled Worker,London / -
LiveWire Sport,Chiswick,London,Worker (A rating),Skilled Worker,Chiswick / London
LIVEWORK STUDIO LTD,London,London,Worker (A rating),Skilled Worker,London / London
Liv-Ex Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Living Central Limited,London,,Worker (A rating),Skilled Worker,London / nan
Living Map Limited,London,,Worker (A rating),Skilled Worker,London / nan
Living Spring Nursery Ltd,London,Brent,Worker (A rating),Skilled Worker,London / Brent
Living Spring Solutions (Care & Training) Limited.,London,,Worker (A rating),Skilled Worker,London / nan
Living Waters Services LTD,London,,Worker (A rating),Skilled Worker,London / nan
Livingbridge EP LLP,London,,Worker (A rating),Skilled Worker,London / nan
Livingbridge EP LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Livingston International Europe Limited,London,Middlesex,Worker (A rating),Skilled Worker,London / Middlesex
Livingston International Europe Limited,London,Middlesex,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / Middlesex
Livingstone Technologies Limited,London,,Worker (A rating),Skilled Worker,London / nan
Livos Renewables Limited,London,,Worker (A rating),Skilled Worker,London / nan
Livsell UK Ltd,London,,Worker (A rating),Skilled Worker,London / nan
LIVY U.K. LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
LIXING LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Liya Technologies Ltd,Greater London,,Worker (A rating),Skilled Worker,Greater London / nan
Lizard King Records Limited,London,,Temporary Worker (A rating),Creative Worker,London / nan
LJKM lTD,London,,Worker (A rating),Skilled Worker,London / nan
LK Law LLP,London,,Worker (A rating),Skilled Worker,London / nan
LL Investments Ltd,London,,Worker (A rating),Skilled Worker,London / nan
LL Pay UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
LLCP Europe LLP,London,,Worker (A rating),Skilled Worker,London / nan
Llinks Law Offices LTD.,London,,Worker (A rating),Skilled Worker,London / nan
Llinks Law Offices LTD.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lloyd International Corporation Limited T/A John McBey,London,,Worker (A rating),Skilled Worker,London / nan
Lloyd Russell-Moyle MP,London,,Worker (A rating),Skilled Worker,London / nan
Lloyd Williamson Schools,London,,Worker (A rating),Skilled Worker,London / nan
Lloyds Bank plc,London,,Worker (A rating),Skilled Worker,London / nan
Lloyds Bank plc,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LLOYD'S OF LONDON,London,,Worker (A rating),Skilled Worker,London / nan
LLOYD'S OF LONDON,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Lloyd's Register Group Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lloyd's Register Group Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LMAX Limited,London,,Worker (A rating),Skilled Worker,London / nan
LMnext UK Ltd,London,,Worker (A rating),Skilled Worker,London / nan
LMnext UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LMR Management Services Limited,London,,Worker (A rating),Skilled Worker,London / nan
LMRE Limited,London,,Worker (A rating),Skilled Worker,London / nan
LN-CC AC Ltd,London,London,Worker (A rating),Skilled Worker,London / London
LNZRT Ltd,London,,Temporary Worker (A rating),Creative Worker,London / nan
Loans 2 Go Limited,London,,Worker (A rating),Skilled Worker,London / nan
LOBA GROUP LIMITED,London,England,Worker (A rating),Skilled Worker,London / England
LOC Associates (Europe) Ltd,London,,Worker (A rating),Skilled Worker,London / nan
LOC Associates (Europe) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Local London Contractors Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Local Pensions Partnership Investments Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Localstars,London,Lancashire,Worker (A rating),Skilled Worker,London / Lancashire
Localz Europe Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Localz Europe Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
Locate Productions Ltd,London,,Temporary Worker (A rating),Creative Worker,London / nan
L'Occitane Limited,London,London,Worker (A rating),Skilled Worker,London / London
Lochinver Consultancy Services Limited,London,,Worker (A rating),Skilled Worker,London / nan
LOCK & HANDLE LIMITED,London,,Worker (A rating),Skilled Worker,London / nan
Lock Artists,London,England,Temporary Worker (A rating),Creative Worker,London / England
Locksmith Animation Limited,London,,Worker (A rating),Skilled Worker,London / nan
Locksmith Animation Limited,London,,Temporary Worker (A rating),Creative Worker,London / nan
Locktel Ltd,London,Middlesex,Worker (A rating),Skilled Worker,London / Middlesex
Loco Locale Ltd,London,,Worker (A rating),Skilled Worker,London / nan
Lodha Developers UK Limited,London,,Worker (A rating),Skilled Worker,London / nan
Lodha Developers UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,London / nan
LOFTI PROPTECH LTD,London,,Worker (A rating),Skilled Worker,London / nan
